time_ns,frame,event
12091706820,55,2
12091720837,56,1
12091725893,55,3
12094349583,66,0
12095882938,55,4
12112954715,56,2
12112972123,57,1
12112987676,56,3
12115655015,67,0
12117129232,56,4
12134338389,57,2
12134354517,58,1
12134366486,57,3
12137008672,68,0
12138559628,57,4
12155275203,58,2
12155287683,59,1
12155293283,58,3
12157909101,69,0
12159461561,58,4
12176381685,59,2
12176397238,60,1
12176400854,59,3
12179033952,70,0
12180739696,59,4
12205114558,60,2
12205128895,61,1
12205136895,60,3
12207773897,71,0
12209297844,60,4
12226022411,61,2
12226036780,62,1
12226042956,61,3
12228683190,72,0
12230203201,61,4
12247182559,62,2
12247196576,63,1
12247202560,62,3
12251005611,73,0
12251295667,62,4
12268070027,63,2
12268086156,64,1
12268089804,63,3
12271422250,74,0
12272232705,63,4
12289035098,64,2
12289051642,65,1
12289063035,64,3
12293183055,64,4
12293722878,75,0
12310214830,65,2
12310233295,66,1
12310237807,65,3
12312993597,76,0
12314390180,65,4
12331473861,66,2
12331487846,67,1
12331492998,66,3
12334072750,77,0
12335737021,66,4
12359877733,67,2
12359891430,68,1
12359897478,67,3
12362541328,78,0
12364139037,67,4
12388468042,68,2
12388483403,69,1
12388489771,68,3
12389916115,79,0
12394674265,68,4
12416653380,69,2
12416668645,70,1
12416677541,69,3
12419302383,80,0
12420811481,69,4
12445034020,70,2
12445051396,71,1
12445058852,70,3
12447707407,81,0
12449162648,70,4
12474337885,71,2
12474353949,72,1
12474360542,71,3
12476479641,82,0
12478378415,71,4
12504967996,72,2
12504983804,73,1
12504989724,72,3
12506385508,83,0
12508909931,72,4
12535323667,73,2
12535337619,74,1
12535350131,73,3
12537959005,84,0
12539449767,73,4
12563786932,74,2
12563801493,75,1
12563807285,74,3
12566419934,85,0
12567744612,74,4
12592009327,75,2
12592024688,76,1
12592030288,75,3
12594643545,86,0
12596123043,75,4
12620337805,76,2
12620354157,77,1
12620362062,76,3
12622976567,87,0
12624434944,76,4
12649076374,77,2
12649091735,78,1
12649094839,77,3
12651754370,88,0
12653004901,77,4
12677682716,78,2
12677698333,79,1
12677700989,78,3
12680313702,89,0
12681599146,78,4
12706212864,79,2
12706228800,80,1
12706241600,79,3
12708926572,90,0
12710394101,79,4
12735439095,80,2
12735456599,81,1
12736865471,91,0
12738333864,80,3
12742530783,80,4
12765741484,81,2
12765758221,82,1
12765764813,81,3
12767211638,92,0
12769843680,81,4
12796164517,82,2
12796181382,83,1
12796192422,82,3
12797576941,93,0
12800271225,82,4
12819327154,83,2
12819342290,84,1
12819345202,83,3
12821950139,94,0
12823241696,83,4
12840541351,84,2
12840556743,85,1
12840561224,84,3
12843202834,95,0
12844578873,84,4
12861680698,85,2
12861697115,86,1
12861702555,85,3
12864361350,96,0
12865814767,85,4
12882779757,86,2
12882794989,87,1
12882797869,86,3
12885424823,97,0
12886703291,86,4
12903772380,87,2
12903787548,88,1
12903796157,87,3
12906419526,98,0
12907871119,87,4
12924654728,88,2
12924672585,89,1
12924680233,88,3
12927302803,99,0
12928728923,88,4
12945804188,89,2
12945819292,90,1
12945823868,89,3
12948496936,100,0
12949754091,89,4
12967287225,90,2
12967300729,91,1
12967309273,90,3
12968710721,101,0
12971290698,90,4
12990131036,91,2
12990147549,92,1
12990153629,91,3
12993445594,102,0
12994620539,91,4
13012490482,92,2
13012506034,93,1
13012513107,92,3
13013916602,103,0
13016554436,92,4
13037247083,93,2
13037262988,94,1
13037272364,93,3
13039919702,104,0
13041343391,93,4
13058210266,94,2
13058225562,95,1
13058231706,94,3
13060858468,105,0
13062265804,94,4
13080565327,95,2
13080580976,96,1
13080584048,95,3
13081985079,106,0
13084451037,95,4
13103806398,96,2
13103819934,97,1
13103830431,96,3
13106432136,107,0
13107692267,96,4
13124718443,97,2
13124734123,98,1
13124740875,97,3
13126772069,108,0
13130039233,97,4
13145907296,98,2
13145922752,99,1
13145937504,98,3
13148612428,109,0
13149916561,98,4
13166842221,99,2
13166858926,100,1
13166865038,99,3
13169479672,110,0
13170903200,99,4
13187680280,100,2
13187695865,101,1
13187713113,100,3
13190324451,111,0
13191759083,100,4
13208747177,101,2
13208762730,102,1
13208771050,101,3
13211421013,112,0
13212717753,101,4
13229938462,102,2
13229953631,103,1
13229956959,102,3
13232662283,113,0
13233790667,102,4
13250824139,103,2
13250841163,104,1
13250848811,103,3
13253493910,114,0
13254837340,103,4
13271912797,104,2
13271928285,105,1
13271932925,104,3
13274578600,115,0
13276488573,104,4
13292836938,105,2
13292852650,106,1
13292858410,105,3
13296298891,116,0
13299706059,105,4
13313754167,106,2
13313770551,107,1
13313785848,106,3
13316422466,117,0
13317785609,106,4
13334953388,107,2
13334969965,108,1
13334973933,107,3
13337594518,118,0
13338756631,107,4
13355871673,108,2
13355885818,109,1
13355891962,108,3
13358502531,119,0
13360709153,108,4
13376539103,109,2
13376553312,110,1
13376557280,109,3
13380030850,120,0
13381825140,109,4
13397606353,110,2
13397620145,111,1
13397624273,110,3
13399054329,121,0
13403603258,110,4
13418318552,111,2
13418334456,112,1
13418341497,111,3
13420991267,122,0
13424544103,111,4
13439232805,112,2
13439247653,113,1
13439263046,112,3
13441862735,123,0
13443259990,112,4
13460185011,113,2
13460200244,114,1
13460204404,113,3
13462818077,124,0
13464008479,113,4
13480983261,114,2
13480998333,115,1
13481003805,114,3
13483624679,125,0
13485984426,114,4
13494127183,115,2
13494147056,116,1
13494157104,115,3
13496814651,126,0
13501058706,115,4
13507276129,116,2
13507291330,117,1
13507300194,116,3
13509896299,127,0
13513995551,116,4
13520375474,117,2
13520393523,118,1
13520416532,117,3
13523020829,128,0
13525437697,117,4
13533508740,118,2
13533526917,119,1
13533536581,118,3
13536227441,129,0
13538198536,118,4
13546694904,119,2
13546716088,120,1
13546718392,119,3
13549348834,130,0
13552515388,119,4
13559797289,120,2
13559814761,121,1
13559819657,120,3
13562442739,131,0
13565665870,120,4
13572977372,121,2
13572994076,122,1
13573001021,121,3
13575680808,132,0
13578998661,121,4
13586085997,122,2
13586106478,123,1
13586110606,122,3
13587569975,133,0
13592135639,122,4
13599203007,123,2
13599219647,124,1
13599223807,123,3
13600675272,134,0
13605219560,123,4
13612349425,124,2
13612368081,125,1
13612380722,124,3
13615001339,135,0
13620059274,124,4
13625533412,125,2
13625553797,126,1
13625558661,125,3
13627008654,136,0
13631451499,125,4
13638719735,126,2
13638737944,127,1
13638741560,126,3
13641342529,137,0
13642580676,126,4
13651726406,127,2
13651745254,128,1
13651757479,127,3
13653466327,138,0
13657094493,127,4
13664807350,128,2
13664826039,129,1
13664831287,128,3
13668674659,128,4
13670075979,139,0
13677912615,129,2
13677933512,130,1
13677944392,129,3
13680601139,140,0
13684124022,129,4
13691083194,130,2
13691102683,131,1
13691115803,130,3
13693775750,141,0
13696483346,130,4
13704137258,131,2
13704152874,132,1
13704169579,131,3
13706773876,142,0
13709653829,131,4
13717304605,132,2
13717322973,133,1
13717327773,132,3
13719985480,143,0
13721152393,132,4
13730428238,133,2
13730446927,134,1
13730458031,133,3
13733132379,144,0
13734519010,133,4
13743747654,134,2
13743765318,135,1
13743770054,134,3
13746799644,145,0
13747626035,134,4
13757086461,135,2
13757104702,136,1
13757111678,135,3
13760979179,135,4
13761638237,146,0
13770102060,136,2
13770120940,137,1
13770134893,136,3
13772814776,147,0
13774267425,136,4
13783300224,137,2
13783316640,138,1
13783329088,137,3
13785958122,148,0
13788130952,137,4
13796446482,138,2
13796464626,139,1
13796469266,138,3
13799172287,149,0
13800381057,138,4
13809474113,139,2
13809492801,140,1
13809505346,139,3
13812154860,150,0
13815894198,139,4
13822452942,140,2
13822472207,141,1
13822483663,140,3
13825171611,151,0
13827349368,140,4
13835630497,141,2
13835648546,142,1
13835653730,141,3
13838280140,152,0
13839627890,141,4
13848656880,142,2
13848675089,143,1
13848678769,142,3
13852622304,142,4
13852908904,153,0
13861749441,143,2
13861769762,144,1
13861781154,143,3
13864529999,154,0
13865863253,143,4
13874920148,144,2
13874940725,145,1
13874945621,144,3
13877587455,155,0
13878907716,144,4
13888003716,145,2
13888022053,146,1
13888033701,145,3
13890661999,156,0
13893120597,145,4
13901050196,146,2
13901066324,147,1
13901076565,146,3
13903734176,157,0
13907204769,146,4
13914314570,147,2
13914333706,148,1
13914339946,147,3
13916997941,158,0
13918195927,147,4
13927303511,148,2
13927320600,149,1
13927327640,148,3
13929954146,159,0
13931109155,148,4
13940360103,149,2
13940378760,150,1
13940390952,149,3
13943017266,160,0
13944446458,149,4
13953505145,150,2
13953523738,151,1
13953529242,150,3
13956206501,161,0
13957420648,150,4
13966494503,151,2
13966513192,152,1
13966522440,151,3
13969159698,162,0
13971501076,151,4
13979471701,152,2
13979513462,153,1
13979524630,152,3
13982181793,163,0
13985955019,152,4
13992705001,153,2
13992723274,154,1
13992727114,153,3
13995398133,164,0
13998582703,153,4
14005903773,154,2
14005924062,155,1
14005927998,154,3
14009728457,154,4
14010019185,165,0
14018988398,155,2
14019007662,156,1
14019020975,155,3
14021647705,166,0
14023009279,155,4
14032114591,156,2
14032132480,157,1
14032137504,156,3
14034765898,167,0
14037447381,156,4
14045207600,157,2
14045225233,158,1
14045243281,157,3
14047905884,168,0
14051048597,157,4
14058209630,158,2
14058227935,159,1
14058240735,158,3
14060883114,169,0
14064296234,158,4
14071148203,159,2
14071165867,160,1
14071177707,159,3
14073789205,170,0
14077027216,159,4
14084302173,160,2
14084320542,161,1
14084327102,160,3
14086976456,171,0
14090301126,160,4
14097418095,161,2
14097435247,162,1
14097447439,161,3
14100149531,172,0
14105152008,161,4
14110437405,162,2
14110456638,163,1
14110474654,162,3
14113112649,173,0
14118453855,162,4
14123434059,163,2
14123450668,164,1
14123458892,163,3
14124884436,174,0
14130221418,163,4
14136380664,164,2
14136397752,165,1
14136425145,164,3
14139026274,175,0
14144149011,164,4
14149510282,165,2
14149528074,166,1
14149540427,165,3
14152564320,176,0
14158815152,165,4
14162877634,166,2
14162897507,167,1
14162902435,166,3
14165542893,177,0
14168730151,166,4
14176093782,167,2
14176110231,168,1
14176118999,167,3
14178750401,178,0
14180362799,167,4
14189109189,168,2
14189127045,169,1
14189136454,168,3
14191851602,179,0
14193238617,168,4
14202097075,169,2
14202114259,170,1
14202122388,169,3
14205590485,180,0
14206252584,169,4
14215246277,170,2
14215261094,171,1
14215270438,170,3
14217883727,181,0
14219326840,170,4
14228218866,171,2
14228235219,172,1
14228240595,171,3
14230870557,182,0
14234433986,171,4
14241411878,172,2
14241431207,173,1
14241437223,172,3
14244128179,183,0
14246455092,172,4
14254524951,173,2
14254545240,174,1
14254550808,173,3
14257196931,184,0
14258672780,173,4
14267689546,174,2
14267705323,175,1
14267712875,174,3
14270333333,185,0
14271857728,174,4
14280612822,175,2
14280630167,176,1
14280637591,175,3
14283273025,186,0
14284783180,175,4
14293550691,176,2
14293567459,177,1
14293573731,176,3
14296245006,187,0
14297697527,176,4
14306686292,177,2
14306704469,178,1
14306712181,177,3
14309359904,188,0
14310766919,177,4
14319900297,178,2
14319917865,179,1
14319923785,178,3
14322682583,189,0
14324036989,178,4
14332957240,179,2
14332975001,180,1
14332981657,179,3
14335645764,190,0
14337060588,179,4
14346037449,180,2
14346057193,181,1
14346065994,180,3
14348732085,191,0
14350135324,180,4
14359143578,181,2
14359157146,182,1
14359164378,181,3
14361820037,192,0
14363307119,181,4
14372266476,182,2
14372282828,183,1
14372290028,182,3
14374919670,193,0
14376350399,182,4
14385438943,183,2
14385457631,184,1
14385464831,183,3
14388115082,194,0
14389513937,183,4
14398658131,184,2
14398677491,185,1
14398685396,184,3
14401441217,195,0
14402723269,184,4
14411888039,185,2
14411904232,186,1
14411908424,185,3
14414576211,196,0
14416009500,185,4
14425010073,186,2
14425027481,187,1
14425033402,186,3
14427678052,197,0
14429814784,186,4
14438119242,187,2
14438138059,188,1
14438151883,187,3
14440508077,198,0
14444296952,187,4
14451310366,188,2
14451325342,189,1
14451330014,188,3
14453982953,199,0
14455429618,188,4
14464448752,189,2
14464464080,190,1
14464469200,189,3
14467102843,200,0
14472562580,189,4
14477635171,190,2
14477655588,191,1
14477660676,190,3
14480341135,201,0
14481562418,190,4
14490802454,191,2
14490826615,192,1
14490842039,191,3
14494922762,191,4
14497573717,202,0
14503801828,192,2
14503815333,193,1
14503837861,192,3
14507925656,192,4
14510864715,203,0
14517040281,193,2
14517060858,194,1
14517080954,193,3
14520802819,204,0
14521245423,193,4
14530304111,194,2
14530323087,195,1
14530333967,194,3
14533056028,205,0
14534813518,194,4
14543535715,195,2
14543552676,196,1
14543562468,195,3
14546175694,206,0
14547539924,195,4
14556716342,196,2
14556735223,197,1
14556739639,196,3
14559548710,207,0
14560552418,196,4
14570032333,197,2
14570051118,198,1
14570054894,197,3
14573881498,208,0
14574638319,197,4
14583364805,198,2
14583380933,199,1
14583390310,198,3
14586013328,209,0
14587532986,198,4
14596419157,199,2
14596435157,200,1
14596440629,199,3
14599844917,210,0
14601270205,199,4
14609671466,200,2
14609689162,201,1
14609696779,200,3
14612435320,211,0
14615829047,200,4
14622897150,201,2
14622916191,202,1
14622923167,201,3
14625591818,212,0
14630057384,201,4
14636235446,202,2
14636253175,203,1
14636257207,202,3
14638879969,213,0
14644146037,202,4
14649545805,203,2
14649563597,204,1
14649566509,203,3
14652188823,214,0
14655216717,203,4
14662736736,204,2
14662757185,205,1
14662764993,204,3
14665407212,215,0
14666866005,204,4
14675906099,205,2
14675923060,206,1
14675931028,205,3
14678611264,216,0
14680793565,205,4
14688949699,206,2
14688967619,207,1
14688977667,206,3
14691630382,217,0
14694202423,206,4
14702102261,207,2
14702120438,208,1
14702129270,207,3
14703601183,218,0
14708188065,207,4
14715318377,208,2
14715333450,209,1
14715336970,208,3
14717989813,219,0
14721220208,208,4
14728622944,209,2
14728640801,210,1
14728643809,209,3
14731303564,220,0
14735856812,209,4
14741694096,210,2
14741713361,211,1
14741718737,210,3
14744367900,221,0
14745771939,210,4
14754892356,211,2
14754912068,212,1
14754923109,211,3
14757561967,222,0
14760673895,211,4
14767971732,212,2
14767990741,213,1
14768001749,212,3
14770619199,223,0
14774135426,212,4
14781132775,213,2
14781150023,214,1
14781157832,213,3
14783802546,224,0
14787890501,213,4
14794467583,214,2
14794485407,215,1
14794499519,214,3
14797146314,225,0
14800743119,214,4
14807707507,215,2
14807725044,216,1
14807726708,215,3
14810331421,226,0
14812361302,215,4
14820717122,216,2
14820734402,217,1
14820740482,216,3
14823415118,227,0
14826867951,216,4
14833848276,217,2
14833866740,218,1
14833884981,217,3
14836529599,228,0
14843266525,217,4
14847080680,218,2
14847099529,219,1
14847107241,218,3
14849758164,229,0
14852809642,218,4
14860160217,219,2
14860176793,220,1
14860188474,219,3
14862801539,230,0
14864252236,219,4
14873358316,220,2
14873379085,221,1
14873385229,220,3
14876561223,231,0
14877280411,220,4
14886755398,221,2
14886774118,222,1
14886778918,221,3
14889498387,232,0
14893902895,221,4
14900002363,222,2
14900019675,223,1
14900032316,222,3
14902634661,233,0
14906127079,222,4
14913140141,223,2
14913159021,224,1
14913171822,223,3
14916195907,234,0
14919802729,223,4
14926323552,224,2
14926341505,225,1
14926353121,224,3
14930246767,235,0
14933578284,224,4
14939362991,225,2
14939381040,226,1
14939387056,225,3
14942011066,236,0
14945508893,225,4
14952636325,226,2
14952654918,227,1
14952663590,226,3
14955300848,237,0
14959150269,226,4
14965796312,227,2
14965816760,228,1
14965820569,227,3
14968504900,238,0
14971793729,227,4
14978908425,228,2
14978929130,229,1
14978940266,228,3
14981580820,239,0
14985175962,228,4
14991956633,229,2
14991974969,230,1
14991978233,229,3
14994619364,240,0
14996833794,229,4
15005062218,230,2
15005079498,231,1
15005085962,230,3
15007741237,241,0
15010458210,230,4
15018089177,231,2
15018107033,232,1
15018112377,231,3
15020756676,242,0
15024399242,231,4
15031325965,232,2
15031341422,233,1
15031345870,232,3
15034236511,243,0
15036074963,232,4
15044336028,233,2
15044352860,234,1
15044357085,233,3
15046959334,244,0
15051720300,233,4
15057411372,234,2
15057430029,235,1
15057437293,234,3
15060083191,245,0
15065188807,234,4
15070411386,235,2
15070429211,236,1
15070435067,235,3
15073108582,246,0
15075302276,235,4
15083594222,236,2
15083611278,237,1
15083617966,236,3
15086237976,247,0
15089753819,236,4
15096728416,237,2
15096744864,238,1
15096754304,237,3
15099412331,248,0
15104561180,237,4
15109753134,238,2
15109771727,239,1
15109778959,238,3
15112468603,249,0
15113703806,238,4
15123020612,239,2
15123040677,240,1
15123043813,239,3
15125699151,250,0
15129136976,239,4
15143862223,240,2
15143877423,241,1
15143889136,240,3
15146496057,251,0
15149263175,240,4
15165037891,241,2
15165054660,242,1
15165060996,241,3
15166675122,252,0
15171849699,241,4
15185842957,242,2
15185859758,243,1
15185873646,242,3
15187805925,253,0
15195314680,242,4
15206834589,243,2
15206852029,244,1
15206860733,243,3
15208318694,254,0
15213027947,243,4
15227882349,244,2
15227896718,245,1
15227904590,244,3
15230520472,255,0
15233833397,244,4
15248812987,245,2
15248827643,246,1
15248835195,245,3
15250279940,256,0
15254836677,245,4
15269632581,246,2
15269650054,247,1
15269663078,246,3
15272333041,257,0
15274742805,246,4
15290546962,247,2
15290563379,248,1
15290572435,247,3
15292016476,258,0
15296874212,247,4
15311620708,248,2
15311633604,249,1
15311639140,248,3
15313072685,259,0
15317212225,248,4
15332516336,249,2
15332531121,250,1
15332535185,249,3
15335170939,260,0
15336758472,249,4
15353596066,250,2
15353612034,251,1
15353617475,250,3
15356242381,261,0
15358832757,250,4
15374896250,251,2
15374912506,252,1
15374916602,251,3
15377514788,262,0
15378947116,251,4
15395816967,252,2
15395831688,253,1
15395843272,252,3
15398449201,263,0
15400896406,252,4
15416856440,253,2
15416873080,254,1
15416879640,253,3
15419523683,264,0
15423224715,253,4
15437919721,254,2
15437937385,255,1
15437949290,254,3
15440687895,265,0
15442136992,254,4
15458993274,255,2
15459009979,256,1
15459026363,255,3
15461651237,266,0
15463160208,255,4
15480238097,256,2
15480252913,257,1
15480258929,256,3
15482844058,267,0
15484188864,256,4
15501372260,257,2
15501387780,258,1
15501391909,257,3
15504010862,268,0
15505287250,257,4
15522212911,258,2
15522229103,259,1
15522241648,258,3
15524881018,269,0
15528623908,258,4
15543098331,259,2
15543115100,260,1
15543135260,259,3
15545724709,270,0
15547359443,259,4
15564177101,260,2
15564192269,261,1
15564207150,260,3
15566804855,271,0
15572652444,260,4
15585219197,261,2
15585234878,262,1
15585244542,261,3
15587874536,272,0
15589372466,261,4
15606340816,262,2
15606357521,263,1
15606363985,262,3
15608995483,273,0
15610327425,262,4
15627451747,263,2
15627466179,264,1
15627470627,263,3
15630072109,274,0
15631443219,263,4
15648337679,264,2
15648353744,265,1
15648364368,264,3
15650985562,275,0
15652497956,264,4
15669303070,265,2
15669318366,266,1
15669330590,265,3
15671963657,276,0
15674482351,265,4
15690295597,266,2
15690309677,267,1
15690316717,266,3
15692942935,277,0
15695875626,266,4
15711353246,267,2
15711366238,268,1
15711378111,267,3
15713995912,278,0
15716498223,267,4
15732470449,268,2
15732485425,269,1
15732490097,268,3
15735105179,279,0
15736688839,268,4
15753547746,269,2
15753561859,270,1
15753567459,269,3
15756350257,280,0
15757692887,269,4
15774668725,270,2
15774683286,271,1
15774689078,270,3
15777354145,281,0
15778848235,270,4
15795797896,271,2
15795812073,272,1
15795815081,271,3
15798438355,282,0
15800001759,271,4
15817033438,272,2
15817047839,273,1
15817058879,272,3
15819673065,283,0
15821246517,272,4
15838135505,273,2
15838150993,274,1
15838155665,273,3
15840790619,284,0
15842356712,273,4
15859308229,274,2
15859321765,275,1
15859328037,274,3
15862040018,285,0
15863529692,274,4
15880368854,275,2
15880383735,276,1
15880389271,275,3
15882999584,286,0
15884547724,275,4
15901509417,276,2
15901524426,277,1
15901530986,276,3
15904163348,287,0
15905677407,276,4
15922529081,277,2
15922543738,278,1
15922547642,277,3
15925181732,288,0
15926735920,277,4
15943624332,278,2
15943637580,279,1
15943643084,278,3
15946259510,289,0
15955013004,278,4
15964577018,279,2
15964591546,280,1
15964595290,279,3
15967230020,290,0
15968748143,279,4
15985770543,280,2
15985785423,281,1
15985793231,280,3
15988407577,291,0
15989917891,280,4
16006859169,281,2
16006874177,282,1
16006878561,281,3
16009516907,292,0
16011046134,281,4
16027848848,282,2
16027862512,283,1
16027869808,282,3
16030482938,293,0
16032049158,282,4
16048829919,283,2
16048845119,284,1
16048850623,283,3
16051507178,294,0
16052978963,283,4
16069779053,284,2
16069794541,285,1
16069801837,284,3
16072432791,295,0
16074111367,284,4
16090705274,285,2
16090719770,286,1
16090725979,285,3
16093350053,296,0
16094894416,285,4
16111894351,286,2
16111908239,287,1
16111913423,286,3
16114498424,297,0
16116069508,286,4
16132789115,287,2
16132804988,288,1
16132810172,287,3
16134235044,298,0
16139054764,287,4
16153695272,288,2
16153710248,289,1
16153714729,288,3
16156342547,299,0
16157906143,288,4
16174938174,289,2
16174955007,290,1
16174969759,289,3
16177641354,300,0
16179178934,289,4
16195929710,290,2
16195944142,291,1
16195950574,290,3
16198616121,301,0
16200227047,290,4
16217111298,291,2
16217127747,292,1
16217131875,291,3
16219758989,302,0
16221281752,291,4
16238193876,292,2
16238211380,293,1
16238216213,292,3
16241527474,303,0
16242378986,292,4
16258934300,293,2
16258950813,294,1
16258955517,293,3
16261555046,304,0
16263091505,293,4
16279677284,294,2
16279693989,295,1
16279700741,294,3
16282316815,305,0
16283878203,294,4
16300392876,295,2
16300409740,296,1
16300413484,295,3
16301863381,306,0
16306651100,295,4
16321173653,296,2
16321190645,297,1
16321196086,296,3
16322666399,307,0
16327429349,296,4
16342269607,297,2
16342287240,298,1
16342294312,297,3
16343737968,308,0
16348487030,297,4
16363390010,298,2
16363404218,299,1
16363411675,298,3
16364830979,309,0
16371219190,298,4
16384168291,299,2
16384184900,300,1
16384187108,299,3
16386797325,310,0
16390418131,299,4
16405123601,300,2
16405139634,301,1
16405143346,300,3
16407751643,311,0
16411322144,300,4
16425852345,301,2
16425868442,302,1
16425872250,301,3
16428581830,312,0
16432079016,301,4
16446857609,302,2
16446873417,303,1
16446877737,302,3
16449521268,313,0
16452150462,302,4
16467943355,303,2
16467959323,304,1
16467968699,303,3
16470553572,314,0
16472206099,303,4
16489058829,304,2
16489077262,305,1
16489093102,304,3
16491693655,315,0
16494313569,304,4
16509858967,305,2
16509874487,306,1
16509879320,305,3
16512569475,316,0
16516087014,305,4
16530735875,306,2
16530753540,307,1
16530758820,306,3
16533371853,317,0
16534934553,306,4
16551637360,307,2
16551652464,308,1
16551657200,307,3
16554249593,318,0
16555853990,307,4
16572356215,308,2
16572373144,309,1
16572377688,308,3
16574975137,319,0
16576541613,308,4
16593208515,309,2
