time_ns,frame,event
16063913112,40,1
16084663061,40,2
16084686966,40,3
16088528198,40,4
16095890525,41,0
16095905053,41,1
16116550423,41,2
16116572888,41,3
16120451689,41,4
16131907543,42,0
16131921015,42,1
16152562993,42,2
16152587058,42,3
16156449443,42,4
16163894620,43,0
16163909532,43,1
16184714907,43,2
16184738204,43,3
16188626733,43,4
16195897025,44,0
16195911649,44,1
16216670527,44,2
16216695072,44,3
16220565232,44,4
16231901019,45,0
16231916507,45,1
16252455858,45,2
16252482707,45,3
16256400165,45,4
16263939201,46,0
16263954658,46,1
16284353013,46,2
16284378133,46,3
16288270311,46,4
16299946235,47,0
16299959804,47,1
16321080196,47,2
16321101988,47,3
16325160091,47,4
16331914655,48,0
16331928672,48,1
16352786816,48,2
16352809153,48,3
16356677042,48,4
16363903300,49,0
16363919205,49,1
16384676354,49,2
16384699011,49,3
16388606997,49,4
16399938751,50,0
16399955776,50,1
16420638139,50,2
16420661915,50,3
16424541133,50,4
16431911588,51,0
16431924740,51,1
16460267006,51,2
16460290239,51,3
16463907593,52,0
16463918441,52,1
16464213201,51,4
16491915545,52,2
16491941146,52,3
16495851372,52,4
16499905730,53,0
16499921539,53,1
16520660928,53,2
16520682272,53,3
16524574834,53,4
16531902823,54,0
16531914472,54,1
16552635748,54,2
16552658437,54,3
16556577559,54,4
16563903373,55,0
16563918029,55,1
16584730700,55,2
16584754765,55,3
16588652926,55,4
16599921895,56,0
16599937575,56,1
16620662372,56,2
16620688132,56,3
16624594326,56,4
16631917868,57,0
16631934316,57,1
16652671401,57,2
16652694922,57,3
16656592731,57,4
16663920657,58,0
16663935570,58,1
16684486057,58,2
16684507977,58,3
16688396923,58,4
16699920043,59,0
16699935755,59,1
16720624967,59,2
16720647367,59,3
16724573210,59,4
16732016979,60,0
16732031827,60,1
16760333165,60,2
16760367502,60,3
16763977015,61,0
16763988919,61,1
16764300288,60,4
16792063754,61,2
16792086411,61,3
16795981340,61,4
16799943792,62,0
16799958064,62,1
16820780687,62,2
16820803792,62,3
16824649440,62,4
16831933077,63,0
16831946933,63,1
16852804565,63,2
16852826358,63,3
16856650725,63,4
16867928270,64,0
16867944591,64,1
16888626858,64,2
16888652971,64,3
16892493947,64,4
16899920499,65,0
16899932371,65,1
16920658672,65,2
16920681137,65,3
16924515776,65,4
16931918872,66,0
16931930457,66,1
16952652501,66,2
16952676342,66,3
16956505477,66,4
16967926962,67,0
16967939635,67,1
16988693968,67,2
16988716208,67,3
16992546400,67,4
16999920503,68,0
16999937112,68,1
17020648372,68,2
17020672276,68,3
17024492900,68,4
17031923900,69,0
17031938845,69,1
17052582871,69,2
17052603351,69,3
17056496297,69,4
17067933974,70,0
17067947895,70,1
17088746165,70,2
17088777174,70,3
17092579557,70,4
17099919803,71,0
17099936796,71,1
17120662552,71,2
17120685625,71,3
17124498056,71,4
17131924992,72,0
17131939265,72,1
17152641852,72,2
17152665885,72,3
17156489901,72,4
17167922618,73,0
17167937914,73,1
17188730169,73,2
17188753369,73,3
17192574249,73,4
17199925567,74,0
17199940960,74,1
17220804064,74,2
17220826145,74,3
17224652432,74,4
17231921540,75,0
17231936805,75,1
17252714466,75,2
17252736483,75,3
17256554834,75,4
17267927678,76,0
17267941502,76,1
17288791230,76,2
17288815647,76,3
17292622222,76,4
17299972676,77,0
17299985957,77,1
17320811012,77,2
17320833125,77,3
17324653652,77,4
17331936392,78,0
17331948297,78,1
17352737863,78,2
17352759208,78,3
17356592855,78,4
17367933314,79,0
17367947491,79,1
17388736033,79,2
17388758017,79,3
17392574417,79,4
17399975816,80,0
17399990441,80,1
17420702181,80,2
17420726086,80,3
17424561269,80,4
17435946049,81,0
17435959586,81,1
17456723807,81,2
17456747488,81,3
17460580112,81,4
17467943750,82,0
17467956551,82,1
17488660162,82,2
17488682787,82,3
17492519315,82,4
17499938379,83,0
17499953164,83,1
17520700809,83,2
17520723593,83,3
17524550297,83,4
17535939173,84,0
17535954950,84,1
17556731075,84,2
17556754404,84,3
17560596212,84,4
17567932426,85,0
17567944394,85,1
17588663494,85,2
17588685991,85,3
17592544568,85,4
17599931535,86,0
17599945359,86,1
17620818064,86,2
17620838033,86,3
17624712514,86,4
17635949641,87,0
17635964874,87,1
17656680454,87,2
17656704774,87,3
17660592280,87,4
17667945230,88,0
17667961103,88,1
17688508294,88,2
17688532199,88,3
17692407480,88,4
17699939571,89,0
17699953428,89,1
17720884694,89,2
17720904823,89,3
17724818185,89,4
17735936237,90,0
17735950349,90,1
17756909648,90,2
17756943153,90,3
17760848579,90,4
17768003156,91,0
17768016244,91,1
17788681615,91,2
17788705808,91,3
17792730469,91,4
17799975384,92,0
17799989337,92,1
17820587441,92,2
17820610770,92,3
17824480611,92,4
17835967762,93,0
17835981426,93,1
17856600619,93,2
17856624204,93,3
17860498621,93,4
17867966967,94,0
17867980823,94,1
17888693043,94,2
17888717684,94,3
17892600869,94,4
17899966332,95,0
17899980540,95,1
17920620566,95,2
17920649207,95,3
17924519976,95,4
17935965910,96,0
17935979894,96,1
17956639728,96,2
17956665393,96,3
17960546626,96,4
17967968027,97,0
17967985051,97,1
17988653494,97,2
17988675158,97,3
17992539079,97,4
18003973364,98,0
18003987989,98,1
18024591534,98,2
18024615086,98,3
18028474559,98,4
18035970585,99,0
18035988698,99,1
18056831514,99,2
18056852442,99,3
18060706091,99,4
18067973695,100,0
18067986687,100,1
18088653978,100,2
18088680570,100,3
18092527370,100,4
18103975448,101,0
18103991001,101,1
18124695732,101,2
18124718357,101,3
18128569349,101,4
18135971965,102,0
18135985374,102,1
18156657816,102,2
18156680249,102,3
18160505737,102,4
18167971458,103,0
18167985123,103,1
18188810946,103,2
18188833507,103,3
18192642482,103,4
18203976540,104,0
18203991420,104,1
18224718361,104,2
18224740985,104,3
18228574313,104,4
18235989409,105,0
18236003618,105,1
18256661020,105,2
18256685149,105,3
18260500876,105,4
18267981638,106,0
18267996743,106,1
18288683714,106,2
18288707395,106,3
18292524850,106,4
18303975584,107,0
18303991264,107,1
18325027014,107,2
18325054310,107,3
18328929399,107,4
18335990917,108,0
18336005542,108,1
18356737058,108,2
18356769219,108,3
18360579826,108,4
18367974538,109,0
18367988938,109,1
18388631428,109,2
18388652293,109,3
18392462580,109,4
18403999236,110,0
18404013221,110,1
18424854308,110,2
18424875813,110,3
18428678356,110,4
18435984905,111,0
18435998857,111,1
18456758727,111,2
18456804552,111,3
18460621271,111,4
18467976878,112,0
18467991790,112,1
18488749739,112,2
18488777676,112,3
18492556922,112,4
18503983367,113,0
18503996328,113,1
18524701700,113,2
18524724772,113,3
18528684952,113,4
18535975724,114,0
18535992173,114,1
18556619910,114,2
18556642439,114,3
18560463766,114,4
18571975686,115,0
18571990342,115,1
18592703522,115,2
18592727043,115,3
18596540434,115,4
18603986699,116,0
18604003308,116,1
18624893197,116,2
18624913261,116,3
18628735965,116,4
18635985744,117,0
18635997937,117,1
18656755118,117,2
18656797903,117,3
18660619519,117,4
18671985706,118,0
18672000746,118,1
18692728135,118,2
18692750599,118,3
18696583607,118,4
18703978639,119,0
18703993903,119,1
18724704715,119,2
18724725708,119,3
18728548923,119,4
18735970644,120,0
18735982516,120,1
18756715600,120,2
18756750897,120,3
18760612546,120,4
18772054480,121,0
18772071984,121,1
18792819789,121,2
18792841486,121,3
18796666525,121,4
18803988819,122,0
18804003123,122,1
18824680494,122,2
18824704847,122,3
18828549247,122,4
18835978360,123,0
18835992920,123,1
18856726420,123,2
18856748021,123,3
18860596005,123,4
18871993778,124,0
18872009010,124,1
18892651276,124,2
18892677165,124,3
18896512957,124,4
18903989655,125,0
18904003767,125,1
18924672114,125,2
18924694898,125,3
18928525314,125,4
18935989884,126,0
18936002716,126,1
18956717592,126,2
18956739865,126,3
18960572328,126,4
18971991957,127,0
18972007030,127,1
18992730482,127,2
18992753843,127,3
18996590114,127,4
19003988346,128,0
19004004763,128,1
19024723031,128,2
19024746775,128,3
19028596424,128,4
19035993983,129,0
19036007904,129,1
19056730332,129,2
19056755197,129,3
19060612397,129,4
19071996441,130,0
19072009753,130,1
19092840921,130,2
19092862809,130,3
19096709418,130,4
19103996830,131,0
19104013246,131,1
19124643288,131,2
19124665785,131,3
19128540970,131,4
19140000088,132,0
19140014232,132,1
19160753109,132,2
19160795478,132,3
19164637862,132,4
19171998749,133,0
19172015229,133,1
19192821468,133,2
19192842844,133,3
19196683212,133,4
19203999810,134,0
19204013250,134,1
19224749695,134,2
19224774847,134,3
19228636464,134,4
19240007739,135,0
19240023932,135,1
19260618772,135,2
19260641781,135,3
19264583912,135,4
19271998560,136,0
19272014817,136,1
19292680187,136,2
19292704380,136,3
19296550892,136,4
19303995269,137,0
19304010021,137,1
19324806948,137,2
19324827172,137,3
19328669876,137,4
19340003103,138,0
19340017535,138,1
19360753212,138,2
19360799997,138,3
19364668494,138,4
19372017636,139,0
19372031685,139,1
19392740768,139,2
19392772097,139,3
19396596593,139,4
19404028618,140,0
19404044650,140,1
19424702084,140,2
19424725061,140,3
19428553333,140,4
19440023331,141,0
19440038979,141,1
19460527705,141,2
19460551738,141,3
19464386089,141,4
19472012648,142,0
19472028488,142,1
19492573119,142,2
19492597248,142,3
19496434288,142,4
19504009901,143,0
19504025389,143,1
19524789898,143,2
19524811147,143,3
19528628346,143,4
19540002822,144,0
19540019110,144,1
19560840677,144,2
19560863270,144,3
19564667093,144,4
19572001707,145,0
19572018251,145,1
19592731495,145,2
19592754632,145,3
19596572247,145,4
19603989680,146,0
19604004048,146,1
19624736652,146,2
19624757293,146,3
19628563644,146,4
19639995657,147,0
19640012298,147,1
19660640387,147,2
19660662628,147,3
19664496724,147,4
19672003214,148,0
19672020303,148,1
19692670889,148,2
19692694762,148,3
19696548666,148,4
19704002547,149,0
19704017108,149,1
19724900853,149,2
19724922581,149,3
19728712388,149,4
19740014317,150,0
19740027598,150,1
19760760394,150,2
19760810572,150,3
19764641371,150,4
19772106069,151,0
19772120021,151,1
19792933364,151,2
19792958741,151,3
19796851591,151,4
19808033549,152,0
19808047661,152,1
19828797098,152,2
19828821323,152,3
19840063314,153,0
19840075731,153,1
19841040911,152,4
19860732109,153,2
19860753614,153,3
19872030550,154,0
19872042679,154,1
19875399385,153,4
19892722866,154,2
19892771891,154,3
19896592643,154,4
19908029552,155,0
19908043312,155,1
19928853327,155,2
19928874064,155,3
19932706367,155,4
19940046997,156,0
19940061238,156,1
19960709232,156,2
19960731600,156,3
19964565920,156,4
19972026170,157,0
19972040826,157,1
19992748374,157,2
19992772855,157,3
19996592102,157,4
20008024563,158,0
20008039092,158,1
20028825842,158,2
20028847762,158,3
20032863591,158,4
20040019896,159,0
20040038169,159,1
20060848567,159,2
20060869080,159,3
20064696231,159,4
20072022429,160,0
20072036445,160,1
20092791739,160,2
20092814427,160,3
20096650507,160,4
20108026327,161,0
20108040151,161,1
20128697553,161,2
20128720978,161,3
20132570594,161,4
20140027644,162,0
20140041308,162,1
20160634068,162,2
20160656245,162,3
20164505221,162,4
20172018304,163,0
20172032833,163,1
20192592504,163,2
20192614937,163,3
20196461065,163,4
20208024826,164,0
20208040122,164,1
20228645107,164,2
20228669044,164,3
20232528772,164,4
20240032703,165,0
20240046816,165,1
20260942177,165,2
20260962785,165,3
20264818002,165,4
20272025988,166,0
20272040388,166,1
20292752000,166,2
20292776097,166,3
20296605616,166,4
20308022333,167,0
20308040574,167,1
20328808219,167,2
20328829276,167,3
20332684460,167,4
20340032355,168,0
20340045699,168,1
20360684989,168,2
20360708477,168,3
20364556013,168,4
20376045820,169,0
20376059261,169,1
20396799769,169,2
20396830266,169,3
20400732812,169,4
20408058850,170,0
20408071426,170,1
20428934146,170,2
20428956707,170,3
20432842356,170,4
20440047910,171,0
20440060999,171,1
20460912327,171,2
20460933831,171,3
20464818648,171,4
20476041856,172,0
20476056576,172,1
20496686010,172,2
20496708858,172,3
20500594923,172,4
20508032772,173,0
20508046821,173,1
20528844771,173,2
20528867652,173,3
20532716596,173,4
20540026345,174,0
20540039177,174,1
20560749317,174,2
20560772134,174,3
20564626902,174,4
20576039491,175,0
20576053155,175,1
20596652732,175,2
20596674685,175,3
20600559342,175,4
20608042984,176,0
20608057960,176,1
20628693154,176,2
20628717571,176,3
20632591284,176,4
20640036461,177,0
20640050605,177,1
20660820139,177,2
20660840043,177,3
20664722108,177,4
20676038406,178,0
20676052103,178,1
20696792547,178,2
20696813956,178,3
20700687125,178,4
20708040843,179,0
20708055212,179,1
20728675941,179,2
20728699238,179,3
20732592503,179,4
20740030032,180,0
20740045744,180,1
20760808974,180,2
20760831246,180,3
20764808834,180,4
20776128588,181,0
20776144589,181,1
20796970316,181,2
20797000045,181,3
20800929087,181,4
20808087984,182,0
20808101200,182,1
20828846317,182,2
20828869550,182,3
20832738783,182,4
20840059764,183,0
20840074709,183,1
20860722895,183,2
20860746991,183,3
20864636833,183,4
20876054285,184,0
20876068910,184,1
20896851372,184,2
20896875277,184,3
20900746973,184,4
20908040370,185,0
20908052914,185,1
20928942899,185,2
20928966868,185,3
20932841669,185,4
20944050412,186,0
20944063916,186,1
20964870443,186,2
20964891979,186,3
20968746076,186,4
20976046993,187,0
20976060401,187,1
20996707499,187,2
20996728780,187,3
21000611549,187,4
21008039061,188,0
21008052950,188,1
21028824755,188,2
21028848916,188,3
21032714277,188,4
21044039343,189,0
21044053711,189,1
21064841453,189,2
21064860046,189,3
21068718782,189,4
21076033523,190,0
21076047060,190,1
21096817265,190,2
21096836626,190,3
21100705251,190,4
21108036536,191,0
21108050425,191,1
21128809942,191,2
21128830551,191,3
21132691111,191,4
21144041970,192,0
21144054322,192,1
21164849681,192,2
21164872721,192,3
21168717857,192,4
21176043863,193,0
21176058135,193,1
21196728882,193,2
21196751443,193,3
21200604931,193,4
21208034843,194,0
21208050236,194,1
21228729207,194,2
21228752407,194,3
21232613256,194,4
21244045589,195,0
21244059926,195,1
21264677711,195,2
21264705936,195,3
21268575616,195,4
21276079803,196,0
21276095388,196,1
21296925531,196,2
21296949787,196,3
21300817196,196,4
21308058399,197,0
21308072960,197,1
21328719226,197,2
21328741498,197,3
21332604811,197,4
21344057337,198,0
21344071993,198,1
21364905561,198,2
21364926585,198,3
21368786154,198,4
21376046365,199,0
21376060798,199,1
21396713144,199,2
21396742617,199,3
21400643850,199,4
21408096932,200,0
21408112292,200,1
21428715261,200,2
21428740157,200,3
21432595982,200,4
21444076445,201,0
21444091741,201,1
21464752279,201,2
21464777816,201,3
21468751212,201,4
21476052961,202,0
21476067457,202,1
21496815646,202,2
21496838463,202,3
21500712336,202,4
21512056570,203,0
21512070747,203,1
21532888122,203,2
21532909114,203,3
21536758730,203,4
21544049727,204,0
21544063327,204,1
21564688249,204,2
21564710841,204,3
21568567562,204,4
21576048932,205,0
21576062756,205,1
21596806881,205,2
21596829506,205,3
21600713331,205,4
21612051101,206,0
21612063390,206,1
21632929502,206,2
21632950847,206,3
21636832464,206,4
21644047298,207,0
21644061538,207,1
21664642170,207,2
21664665115,207,3
21668552332,207,4
21676059879,208,0
21676074696,208,1
21696646047,208,2
21696672000,208,3
21700547729,208,4
21712064673,209,0
21712078369,209,1
21732913249,209,2
21732932865,209,3
21736834771,209,4
21744074246,210,0
21744087206,210,1
21764910693,210,2
21764932806,210,3
21768862713,210,4
21776062378,211,0
21776076779,211,1
21796896106,211,2
21796927723,211,3
21800858493,211,4
21812118406,212,0
21812134470,212,1
21832805697,212,2
21832829441,212,3
21836720595,212,4
21844086570,213,0
21844102250,213,1
21864802405,213,2
21864824870,213,3
21868695255,213,4
21876068910,214,0
21876082254,214,1
21896741801,214,2
21896773609,214,3
21900653723,214,4
21912064999,215,0
21912079048,215,1
21932747906,215,2
21932777891,215,3
21936649332,215,4
21944066476,216,0
21944079148,216,1
21964813289,216,2
21964835434,216,3
21968702394,216,4
21976062865,217,0
21976077457,217,1
21996820526,217,2
21996842895,217,3
22000711679,217,4
22012069770,218,0
22012083883,218,1
22032882121,218,2
22032902762,218,3
22036778107,218,4
22044065551,219,0
22044080432,219,1
22064805548,219,2
22064825292,219,3
22068688349,219,4
22080065833,220,0
22080079753,220,1
22100813605,220,2
22100837702,220,3
22104718071,220,4
22112062989,221,0
22112079086,221,1
22132812490,221,2
22132833771,221,3
22136719004,221,4
22144069426,222,0
22144084115,222,1
22164817935,222,2
22164838064,222,3
22168725889,222,4
22180068044,223,0
22180082252,223,1
22200745062,223,2
22200773895,223,3
22204810461,223,4
22212063312,224,0
22212076849,224,1
22232898032,224,2
22232919408,224,3
22236789313,224,4
22244071381,225,0
22244085270,225,1
22264863603,225,2
22264883988,225,3
22268783718,225,4
22280072975,226,0
22280087247,226,1
22300787307,226,2
22300808587,226,3
22304673852,226,4
22312070291,227,0
22312084788,227,1
22332787951,227,2
22332809328,227,3
22336692129,227,4
22344071768,228,0
22344087353,228,1
22365175455,228,2
22365197792,228,3
22369078577,228,4
22380069490,229,0
22380083186,229,1
22400808494,229,2
22400829775,229,3
22404697312,229,4
22412110744,230,0
22412124728,230,1
22432967768,230,2
22432998008,230,3
22436918667,230,4
22444126301,231,0
22444139965,231,1
22464785143,231,2
22464807000,231,3
22468690473,231,4
22480095253,232,0
22480108630,232,1
22500797617,232,2
22500823346,232,3
22504723651,232,4
22512091098,233,0
22512103802,233,1
22532807446,233,2
22532827639,233,3
22536726952,233,4
22544080063,234,0
22544093887,234,1
22564825915,234,2
22564848412,234,3
22568715021,234,4
22580086552,235,0
22580102841,235,1
22600855990,235,2
22600878806,235,3
22604760487,235,4
22612085853,236,0
22612100733,236,1
22632644852,236,2
22632669557,236,3
22636558982,236,4
22648085334,237,0
22648101911,237,1
22668815891,237,2
22668838515,237,3
22672703044,237,4
22680084539,238,0
22680097659,238,1
22700858393,238,2
22700877721,238,3
22704750762,238,4
22712085344,239,0
22712099520,239,1
22732598934,239,2
22732621238,239,3
22736498856,239,4
22748102362,240,0
22748115898,240,1
22769001563,240,2
22769024444,240,3
22772908077,240,4
22780098878,241,0
22780112927,241,1
22800952222,241,2
22800985311,241,3
22804870353,241,4
22812159717,242,0
22812173189,242,1
22832949443,242,2
22832972452,242,3
22836863285,242,4
22848115901,243,0
22848129918,243,1
22868716662,243,2
22868738902,243,3
22872603559,243,4
22880114754,244,0
22880130434,244,1
22900714490,244,2
22900741595,244,3
22904695150,244,4
22912141319,245,0
22912157640,245,1
22932744960,245,2
22932775585,245,3
22936627217,245,4
22948118752,246,0
22948133025,246,1
22968794971,246,2
22968815067,246,3
22972672268,246,4
22980117957,247,0
22980133221,247,1
23000964869,247,2
23000985253,247,3
23004853238,247,4
23012101673,248,0
23012116266,248,1
23032897095,248,2
23032921032,248,3
23036808505,248,4
23048116195,249,0
23048128931,249,1
23068894209,249,2
23068915137,249,3
23072779442,249,4
23080112360,250,0
23080127496,250,1
23100644990,250,2
23100666079,250,3
23104511695,250,4
23112104908,251,0
23112119213,251,1
23132810568,251,2
23132833032,251,3
23136685081,251,4
23148112134,252,0
23148127750,252,1
23168755103,252,2
23168816705,252,3
23172662833,252,4
23180108650,253,0
23180124971,253,1
23200783941,253,2
23200805542,253,3
23204661718,253,4
23216101251,254,0
23216117284,254,1
23236712668,254,2
23236736573,254,3
23240607822,254,4
23248098568,255,0
23248114345,255,1
23268794275,255,2
23268815300,255,3
23272690005,255,4
23280098573,256,0
23280113453,256,1
23300914316,256,2
23300939404,256,3
23304837086,256,4
23316109190,257,0
23316124423,257,1
23336836099,257,2
23336858051,257,3
23340749269,257,4
23348098667,258,0
23348114059,258,1
23368888777,258,2
23368910410,258,3
23372828764,258,4
23380111344,259,0
23380125328,259,1
23400821548,259,2
23400840204,259,3
23404739774,259,4
23416146090,260,0
23416160299,260,1
23436725442,260,2
23436750275,260,3
23440658805,260,4
23448157391,261,0
23448171376,261,1
23468828554,261,2
23468858731,261,3
23472832863,261,4
23480120211,262,0
23480134803,262,1
23500754445,262,2
23500793454,262,3
23504715520,262,4
23516116556,263,0
23516131661,263,1
23536790951,263,2
23536811207,263,3
23540676792,263,4
23548110673,264,0
23548124305,264,1
23568807884,264,2
23568830445,264,3
23572702686,264,4
23580101493,265,0
23580117462,265,1
23600828977,265,2
23600850034,265,3
23604723939,265,4
23616104943,266,0
23616119695,266,1
23636669990,266,2
23636693575,266,3
23640680155,266,4
23648110260,267,0
23648124788,267,1
23668693324,267,2
23668716300,267,3
23672609566,267,4
23680109048,268,0
23680123321,268,1
23700877366,268,2
23700899158,268,3
23704783208,268,4
23716112434,269,0
23716126002,269,1
23736840814,269,2
23736867599,269,3
23740741728,269,4
23748114583,270,0
23748129879,270,1
23768745648,270,2
23768777905,270,3
23772666722,270,4
23784133936,271,0
23784149329,271,1
23805013585,271,2
23805048914,271,3
23808954340,271,4
23816215928,272,0
23816231672,272,1
23836948596,272,2
23836975317,272,3
23840896007,272,4
23848152411,273,0
23848166235,273,1
23868983226,273,2
23869007194,273,3
23872912684,273,4
23884144692,274,0
23884159284,274,1
23904906737,274,2
23904931474,274,3
23908857508,274,4
23916148632,275,0
23916164889,275,1
23936919446,275,2
23936947127,275,3
23940864201,275,4
23948164798,276,0
23948178046,276,1
23968728533,276,2
23968757174,276,3
23972688360,276,4
23984150071,277,0
23984163095,277,1
24004924724,277,2
24004949141,277,3
24008871175,277,4
24016144539,278,0
24016158875,278,1
24036843766,278,2
24036863767,278,3
24040805482,278,4
24048143840,279,0
24048156416,279,1
24068701111,279,2
24068723992,279,3
24072626409,279,4
24084148249,280,0
24084162554,280,1
24104791891,280,2
24104818644,280,3
24108703493,280,4
24116152510,281,0
24116167038,281,1
24136950620,281,2
24136975517,281,3
24140908047,281,4
24148148962,282,0
24148161795,282,1
24168948705,282,2
24168971297,282,3
24172903924,282,4
24184151708,283,0
24184163932,283,1
24205012284,283,2
24205035517,283,3
24208944366,283,4
24216158593,284,0
24216172289,284,1
24236838555,284,2
24236864412,284,3
24240786223,284,4
24248152869,285,0
24248166214,285,1
24269001157,285,2
24269023462,285,3
24272948856,285,4
24284154111,286,0
24284168191,286,1
24304792824,286,2
24304813593,286,3
24308708746,286,4
24316157187,287,0
24316172196,287,1
24336699450,287,2
24336722843,287,3
24340596780,287,4
24348156200,288,0
24348171016,288,1
24369230894,288,2
24369255631,288,3
24373290917,288,4
24384165666,289,0
24384179554,289,1
24404920926,289,2
24404943647,289,3
24408825648,289,4
24416159174,290,0
24416173958,290,1
24436728446,290,2
24436752670,290,3
24440625455,290,4
24452157951,291,0
24452173120,291,1
24472880667,291,2
24472908796,291,3
24476730955,291,4
24484180869,292,0
24484194053,292,1
24512315257,292,2
24512342969,292,3
24516197386,293,0
24516209770,293,1
24516251499,292,4
24537023529,293,2
24537043305,293,3
24540860729,293,4
24552161346,294,0
24552174210,294,1
24572998433,294,2
24573019970,294,3
24576879538,294,4
24584152902,295,0
24584166727,295,1
24604842273,295,2
24604864706,295,3
24608676977,295,4
24616147947,296,0
24616162827,296,1
24636666177,296,2
24636689666,296,3
24640522929,296,4
24652146116,297,0
24652161317,297,1
24673102183,297,2
24673125256,297,3
24676963447,297,4
24684146953,298,0
24684161321,298,1
24697113475,298,2
24697135075,298,3
24700965971,298,4
24716147566,299,0
24716164814,299,1
24729057158,299,2
24729081575,299,3
24732899638,299,4
24752154535,300,0
24752173992,300,1
24765021086,300,2
24765047647,300,3
24768881583,300,4
24784157004,301,0
24784175180,301,1
24796979745,301,2
24797003522,301,3
24800850514,301,4
24816248755,302,0
24816266228,302,1
24829165452,302,2
24829203661,302,3
24839851747,302,4
24852204587,303,0
24852221900,303,1
24865008224,303,2
24865035585,303,3
24868890769,303,4
24884172591,304,0
24884190767,304,1
24896976612,304,2
24897000997,304,3
24900847509,304,4
24916166739,305,0
24916182420,305,1
24929144846,305,2
24929170702,305,3
24933050623,305,4
24952172397,306,0
24952189261,306,1
24964982658,306,2
24965004771,306,3
24968887572,306,4
24984155441,307,0
24984173553,307,1
24997043177,307,2
24997070409,307,3
25000925338,307,4
25020146346,308,0
25020163850,308,1
25033074627,308,2
25033098211,308,3
25036953076,308,4
25052154575,309,0
25052172943,309,1
25064997733,309,2
25065021446,309,3
25068879126,309,4
25084150099,310,0
25084166900,310,1
25096983945,310,2
25097008106,310,3
25100882459,310,4
25120161485,311,0
25120178797,311,1
25133037284,311,2
